Noprestamo,Pais,Fechasistema,Producto,Empdeudor1,Empnombdeudor1,Formapgodeudor1,Descripformapgode1,Empdeudor2,Empnombdeudor2,Formapagdeudor2,FechaDesem,Fechacancelacion,Saldoprestamo,Tasaintorig,Tasaintact,Tipocartera,Diasmora,Anomes,Mtomescorr,Mto30dias,Mto60dias,Mto90dias,Mto120dias,Mto150dias,Mto180dias,Mto210dias,Mto240dias,Mto270dias,Mto300dias,Mto330dias,Mto360dias,Mtomas360dias,Saldoprogram,Tipoprestamo,Mtototalmora,Diasmorareal,Contagiadosn,Porcendeudamientotal,DelinquencySinAlivio,Monto CXC,Identificacion,aniomesfsubida,aniomesfdesem,fechasubidamesanterior
01-A-0238,SAL,202012,HIPOTECA,142,LACTEOS DEL CORRAL SA DE CV,DD,Descuento Directo,NULL,NULL,NULL,2004-12-10,2010-02-11,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200412,2020-11-01
01-A-0239,SAL,202012,HIPOTECA,744,FUERA DEL PAIS,VOL,Pago Voluntario,NULL,NULL,NULL,2004-12-14,NULL,7350.91,7.50,10.00,Cartera Administrada,NULL,202012,2.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,2.01,NULL,NO,NULL,CURRENT,0.00,NULL,202012,200412,2020-11-01
01-A-0240,SAL,202012,HIPOTECA,213,CASA SANDOVAL SA DE CV,DD,Descuento Directo,NULL,NULL,NULL,2004-09-30,2005-11-15,NULL,7.50,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20049,2020-11-01
01-A-0241,SAL,202012,HIPOTECA,196,CLIENTE SIN EMPLEO,VOL,Pago Voluntario,6079,PAGADURIA AUXILIAR DEPARTAMENTAL DE EDUCACION DE S,ACH,2004-10-09,2011-03-26,NULL,7.50,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200410,2020-11-01
01-A-0242,SAL,202012,HIPOTECA,6260,PC SERVICIOS S.A. DE C.V.,DD,Descuento Directo,118,"""BANCO CUSCATLAN DE EL SALVADOR, S.A.""",DD,2004-10-23,NULL,40395.61,7.00,8.90,Cartera Administrada,NULL,202012,9.82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,9.82,NULL,NO,NULL,CURRENT,0.00,NULL,202012,200410,2020-11-01
01-A-0243,SAL,202012,HIPOTECA,6697,PROFESIONAL INDEPENDIENTE,VOL,Pago Voluntario,3,AMA DE CASA,VOL,2004-10-05,NULL,15024.25,7.50,8.36,Cartera Administrada,NULL,202012,3.43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,3.43,NULL,NO,NULL,CURRENT,NULL,NULL,202012,200410,2020-11-01
01-A-0244,SAL,202012,HIPOTECA,93,ASOCIACION COMUNAL PARA LA EDUCACION,ACH,Transferencia ACH,NULL,NULL,NULL,2004-11-26,2014-09-06,NULL,7.50,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200411,2020-11-01
01-A-0245,SAL,202012,HIPOTECA,744,FUERA DEL PAIS,VOL,Pago Voluntario,NULL,NULL,NULL,2004-11-23,2008-07-31,NULL,7.50,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200411,2020-11-01
01-A-0246,SAL,202012,HIPOTECA,30,INDUSTRIAS MAGAÑA L SA DE CV,DD,Descuento Directo,NULL,NULL,NULL,2004-11-23,2018-10-09,NULL,7.50,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200411,2020-11-01
01-A-0247,SAL,202012,HIPOTECA,14,MINISTERIO DE EDUCACION - DEPARTAMENTAL DE SAN VIC,DD,Descuento Directo,NULL,NULL,NULL,2004-10-21,2005-04-18,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200410,2020-11-01
01-A-0248,SAL,202012,HIPOTECA,5881,SERVICIOS PERSONALES Y ADMINISTRATIVOS SA DE CV,VOL,Pago Voluntario,217,VARIEDADES ANTHONY JOSUE,VOL,2004-10-16,2018-12-10,NULL,7.50,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200410,2020-11-01
01-A-0249,SAL,202012,HIPOTECA,935,MINISTERIO DE EDUCACION - DEPARTAMENTAL DE SAN SAL,DD,Descuento Directo,NULL,NULL,NULL,2004-12-14,2014-08-30,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200412,2020-11-01
01-A-0250,SAL,202012,HIPOTECA,68,PRODUCTOS CARNICOS S.A. DE C.V.,DD,Descuento Directo,13,SISTEMAS BEA,N/A,2004-11-26,2006-04-07,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200411,2020-11-01
01-A-0251,SAL,202012,HIPOTECA,744,FUERA DEL PAIS,VOL,Pago Voluntario,NULL,NULL,NULL,2004-12-07,NULL,7463.51,7.75,9.64,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,CURRENT,NULL,NULL,202012,200412,2020-11-01
01-A-0252,SAL,202012,HIPOTECA,214,A Y A COMERCIAL SA DE CV,DD,Descuento Directo,NULL,NULL,NULL,2004-10-16,2005-03-30,NULL,7.50,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200410,2020-11-01
01-A-0253,SAL,202012,HIPOTECA,744,FUERA DEL PAIS,VOL,Pago Voluntario,744,FUERA DEL PAIS,ACH,2004-10-16,NULL,19678.96,7.50,9.05,Cartera en Libros,NULL,202012,14.60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,14.60,NULL,NO,NULL,1-30 DAYS,354.62,NULL,202012,200410,2020-11-01
01-A-0254,SAL,202012,HIPOTECA,15,PENSIONADO,VOL,Pago Voluntario,NULL,NULL,NULL,2004-10-20,NULL,7604.07,7.75,10.23,Cartera Administrada,NULL,202012,85.58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,85.58,NULL,NO,NULL,1-30 DAYS,98.12,NULL,202012,200410,2020-11-01
01-A-0255,SAL,202012,HIPOTECA,6697,PROFESIONAL INDEPENDIENTE,VOL,Pago Voluntario,NULL,NULL,NULL,2004-10-12,NULL,12774.06,7.50,9.60,Cartera Administrada,NULL,202012,33.51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,33.51,NULL,NO,NULL,31-60 DAYS,321.38,NULL,202012,200410,2020-11-01
01-A-0258,SAL,202012,HIPOTECA,209,MINISTERIO DE HACIENDA,VOL,Pago Voluntario,NULL,NULL,NULL,2004-12-13,2015-02-16,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200412,2020-11-01
01-A-0259,SAL,202012,HIPOTECA,221,ARIVAN H SA DE CV,DD,Descuento Directo,13,SISTEMAS BEA,N/A,2004-12-07,2006-06-03,NULL,7.50,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200412,2020-11-01
01-A-0260,SAL,202012,HIPOTECA,744,FUERA DEL PAIS,ACH,Transferencia ACH,6697,PROFESIONAL INDEPENDIENTE,ACH,2004-11-23,2009-11-16,NULL,7.50,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200411,2020-11-01
01-A-0261,SAL,202012,HIPOTECA,157,"""BANCO DAVIVIENDA SALVADOREÑO, S.A.""",VOL,Pago Voluntario,NULL,NULL,NULL,2004-10-28,NULL,10148.15,7.50,10.74,Cartera Administrada,NULL,202012,124.88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,124.88,NULL,NO,NULL,61-90 DAYS,399.08,NULL,202012,200410,2020-11-01
01-A-0264,SAL,202012,HIPOTECA,6408,HANESBRANDS EL SALVADOR LTDA. DE CV,VOL,Pago Voluntario,3,AMA DE CASA,VOL,2004-11-24,2020-03-24,NULL,7.50,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200411,2020-11-01
01-A-0265,SAL,202012,HIPOTECA,15,PENSIONADO,DD,Descuento Directo,13,SISTEMAS BEA,N/A,2004-12-10,2007-05-18,NULL,7.75,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200412,2020-11-01
01-A-0266,SAL,202012,HIPOTECA,110,BANCO DE AMERICA CENTRAL SA,DD,Descuento Directo,110,BANCO DE AMERICA CENTRAL SA,DD,2004-10-31,2007-01-12,NULL,7.50,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200410,2020-11-01
01-A-0268,SAL,202012,HIPOTECA,767,"""LAMATEPEC MANUFACTURING, LTDA DE C.V.""",DD,Descuento Directo,NULL,NULL,NULL,2004-11-26,2014-05-03,NULL,7.50,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200411,2020-11-01
01-A-0269,SAL,202012,HIPOTECA,7902,COMPRADOR DE DERECHO,VOL,Pago Voluntario,744,FUERA DEL PAIS,N/A,2004-10-30,NULL,13140.09,7.50,9.66,Cartera en Libros,24,202012,129.62,160.30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,289.92,NULL,NO,NULL,91-120 DAYS,608.14,NULL,202012,200410,2020-11-01
01-A-0270,SAL,202012,HIPOTECA,6693,ALMACEN PACIFICO JORGE PACIFICO HASBUM SA DE CV,VOL,Pago Voluntario,3,AMA DE CASA,VOL,2004-10-29,NULL,13444.89,7.50,9.27,Cartera Administrada,NULL,202012,88.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,88.61,NULL,NO,NULL,CURRENT,0.00,NULL,202012,200410,2020-11-01
01-A-0272,SAL,202012,HIPOTECA,5965,CLIENTE FALLECIDO,VOL,Pago Voluntario,7906,INDEPENDIENTE INFORMAL,VOL,2004-12-17,2020-10-27,NULL,7.50,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,0.00,NULL,202012,200412,2020-11-01
01-A-0274,SAL,202012,HIPOTECA,5944,ABOGADO-VIA JUDICIAL,VOL,Pago Voluntario,196,CLIENTE SIN EMPLEO,VOL,2004-10-29,2010-03-29,NULL,7.50,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200410,2020-11-01
01-A-0275,SAL,202012,HIPOTECA,74,POLICIA NACIONAL CIVIL,DD,Descuento Directo,196,CLIENTE SIN EMPLEO,VOL,2004-10-28,NULL,2588.22,7.50,9.58,Cartera Administrada,NULL,202012,2.03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,2.03,NULL,NO,NULL,CURRENT,2.89,NULL,202012,200410,2020-11-01
01-A-0276,SAL,202012,HIPOTECA,165,HOSPITAL NACIONAL ROSALES,DD,Descuento Directo,3,AMA DE CASA,VOL,2004-11-05,2014-02-20,NULL,7.50,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200411,2020-11-01
01-A-0277,SAL,202012,HIPOTECA,196,CLIENTE SIN EMPLEO,VOL,Pago Voluntario,433,COMISION EJECUTIVA HIDROELECTRICA DEL RIO LEMPA,DD,2004-10-29,NULL,12898.92,7.50,9.66,Cartera Administrada,27,202012,146.07,162.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,308.15,NULL,NO,NULL,61-90 DAYS,236.63,NULL,202012,200410,2020-11-01
01-A-0278,SAL,202012,HIPOTECA,238,DIGICEL S.A. DE C.V.,DD,Descuento Directo,NULL,NULL,NULL,2004-10-29,2005-10-19,NULL,7.50,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200410,2020-11-01
01-A-0279,SAL,202012,HIPOTECA,242,PAGADURIA AUXILIAR DESTACAMENTO MILITAR NO. 9,DD,Descuento Directo,13,SISTEMAS BEA,N/A,2004-11-26,2006-02-02,NULL,7.50,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200411,2020-11-01
01-A-0280,SAL,202012,HIPOTECA,6697,PROFESIONAL INDEPENDIENTE,VOL,Pago Voluntario,6697,PROFESIONAL INDEPENDIENTE,VOL,2004-12-07,2019-10-11,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200412,2020-11-01
01-A-0281,SAL,202012,HIPOTECA,93,ASOCIACION COMUNAL PARA LA EDUCACION,DD,Descuento Directo,245,FARMACIA EL AGUILA,N/A,2004-11-09,2009-07-10,NULL,7.50,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200411,2020-11-01
01-A-0282,SAL,202012,HIPOTECA,93,ASOCIACION COMUNAL PARA LA EDUCACION,VOL,Pago Voluntario,NULL,NULL,NULL,2004-11-23,NULL,10259.75,7.50,10.00,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,CURRENT,NULL,NULL,202012,200411,2020-11-01
01-A-0283,SAL,202012,HIPOTECA,744,FUERA DEL PAIS,VOL,Pago Voluntario,3,AMA DE CASA,VOL,2004-11-24,NULL,13208.51,7.50,9.41,Cartera en Libros,NULL,202012,127.87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,127.87,NULL,NO,NULL,31-60 DAYS,304.68,NULL,202012,200411,2020-11-01
01-A-0284,SAL,202012,HIPOTECA,6697,PROFESIONAL INDEPENDIENTE,VOL,Pago Voluntario,973,ESTADO MAYOR CONJUNTO DE LA FUERZA ARMADA,DD,2005-02-04,2018-05-31,NULL,7.50,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20052,2020-11-01
01-A-0285,SAL,202012,HIPOTECA,249,CORPORACION MERCANTIL SALVADOREÑA S.A. DE C.V.,DD,Descuento Directo,249,CORPORACION MERCANTIL SALVADOREÑA S.A. DE C.V.,N/A,2004-11-17,2007-04-30,NULL,7.50,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200411,2020-11-01
01-A-0286,SAL,202012,HIPOTECA,248,CENTRO DE INVESTIGACION ULTRASONOGRAFICA,DD,Descuento Directo,NULL,NULL,NULL,2004-11-20,2019-05-15,NULL,7.50,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200411,2020-11-01
01-A-0288,SAL,202012,HIPOTECA,253,"""EXTERMINADORA UNIVERSAL, S.A. DE C.V.""",DD,Descuento Directo,NULL,NULL,NULL,2004-11-17,2007-03-20,NULL,7.50,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200411,2020-11-01
01-A-0289,SAL,202012,HIPOTECA,74,POLICIA NACIONAL CIVIL,DD,Descuento Directo,NULL,NULL,NULL,2004-11-30,NULL,6360.88,7.75,10.22,Cartera Administrada,NULL,202012,5.33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,5.33,NULL,NO,NULL,CURRENT,NULL,NULL,202012,200411,2020-11-01
01-A-0291,SAL,202012,HIPOTECA,251,J.BATRES SA DE CV,DD,Descuento Directo,NULL,NULL,NULL,2004-12-07,2010-04-29,NULL,7.50,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200412,2020-11-01
01-A-0292,SAL,202012,HIPOTECA,6377,MINISTERIO DE EDUCACION-DEPARTAMENTAL DE SANTA ANA,ACH,Transferencia ACH,NULL,NULL,NULL,2004-11-24,2013-02-01,NULL,7.50,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200411,2020-11-01
01-A-0293,SAL,202012,HIPOTECA,6377,MINISTERIO DE EDUCACION-DEPARTAMENTAL DE SANTA ANA,ACH,Transferencia ACH,NULL,NULL,NULL,2004-11-24,2012-08-10,NULL,7.50,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200411,2020-11-01
01-A-0294,SAL,202012,HIPOTECA,6697,PROFESIONAL INDEPENDIENTE,VOL,Pago Voluntario,39,INSTITUTO SALVADOREÑO DEL SEGURO SOCIAL,DD,2004-12-14,2019-03-30,NULL,7.75,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200412,2020-11-01
01-A-0295,SAL,202012,HIPOTECA,6697,PROFESIONAL INDEPENDIENTE,VOL,Pago Voluntario,3,AMA DE CASA,VOL,2004-11-12,NULL,10368.07,7.50,9.47,Cartera Administrada,NULL,202012,64.38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,64.38,NULL,NO,NULL,CURRENT,NULL,NULL,202012,200411,2020-11-01
01-A-0296,SAL,202012,HIPOTECA,200,CORPORACION SALVADOREÑA DE INVERSIONES,DD,Descuento Directo,254,CAMARA DE COMERCIO E INDUSTRIA DE E.S.,DD,2004-11-13,2009-03-10,NULL,7.50,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200411,2020-11-01
01-A-0297,SAL,202012,HIPOTECA,244,HOSPITAL NACIONAL DR. JORGE MAZZINI VILLACORTA,DD,Descuento Directo,NULL,NULL,NULL,2004-12-07,NULL,13065.05,7.50,9.58,Cartera Administrada,NULL,202012,34.20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,34.20,NULL,NO,NULL,CURRENT,NULL,NULL,202012,200412,2020-11-01
01-A-0298,SAL,202012,HIPOTECA,74,POLICIA NACIONAL CIVIL,DD,Descuento Directo,NULL,NULL,NULL,2004-12-17,2016-02-29,NULL,7.50,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200412,2020-11-01
01-A-0299,SAL,202012,HIPOTECA,252,GLAXOSMITHKLINE EL SALVADOR S.A. DE C.V.,DD,Descuento Directo,NULL,NULL,NULL,2004-11-24,2005-05-25,NULL,7.50,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200411,2020-11-01
01-A-0300,SAL,202012,HIPOTECA,452,ASALARIADO EN EEUU (PLAN DE HERMANOS LEJANOS),VOL,Pago Voluntario,6697,PROFESIONAL INDEPENDIENTE,ACH,2005-01-07,2014-10-29,NULL,7.50,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20051,2020-11-01
01-A-0302,SAL,202012,HIPOTECA,355,UNIVERSIDAD FRANCISCO GAVIDIA,VOL,Pago Voluntario,3,AMA DE CASA,VOL,2005-03-11,NULL,22540.81,7.50,8.95,Cartera Administrada,NULL,202012,44.69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,44.69,NULL,NO,NULL,91-120 DAYS,1109.56,NULL,202012,20053,2020-11-01
01-A-0304,SAL,202012,HIPOTECA,257,CONSTRUMARKET SA DE CV,DD,Descuento Directo,NULL,NULL,NULL,2004-11-26,2006-06-29,NULL,7.50,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200411,2020-11-01
01-A-0305,SAL,202012,HIPOTECA,5965,CLIENTE FALLECIDO,DD,Descuento Directo,83,CIA DE TELECOMUNICACIONES DE EL SALVADOR,N/A,2004-11-27,2015-04-23,NULL,7.00,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200411,2020-11-01
01-A-0306,SAL,202012,HIPOTECA,196,CLIENTE SIN EMPLEO,VOL,Pago Voluntario,NULL,NULL,NULL,2004-11-26,2011-06-30,NULL,7.50,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200411,2020-11-01
01-A-0307,SAL,202012,HIPOTECA,244,HOSPITAL NACIONAL DR. JORGE MAZZINI VILLACORTA,DD,Descuento Directo,NULL,NULL,NULL,2005-01-23,2006-01-06,NULL,7.50,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20051,2020-11-01
01-A-0309,SAL,202012,HIPOTECA,744,FUERA DEL PAIS,VOL,Pago Voluntario,NULL,NULL,NULL,2004-11-24,NULL,8429.57,7.50,9.94,Cartera Administrada,NULL,202012,22.89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,22.89,NULL,NO,NULL,CURRENT,NULL,NULL,202012,200411,2020-11-01
01-A-0311,SAL,202012,HIPOTECA,262,DISTRIBUIDORA DE ELECTRICIDAD DEL SUR SA DE CV,DD,Descuento Directo,13,SISTEMAS BEA,N/A,2005-08-20,2008-09-04,NULL,7.50,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20058,2020-11-01
